Zipcode,State,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
38647,MS,Benton County,Michigan City,5/31/2022,4.6
38650,MS,Union County,Myrtle,5/31/2022,5.4
38651,MS,DeSoto County,Nesbit,5/31/2022,6.7
38652,MS,Union County,New Albany,5/31/2022,5.2
38654,MS,DeSoto County,Olive Branch,5/31/2022,6.7
38655,MS,Lafayette County,Oxford,5/31/2022,5.2
38658,MS,Panola County,Pope,5/31/2022,5.2
38659,MS,Marshall County,Potts Camp,5/31/2022,6.6
38661,MS,Marshall County,Red Banks,5/31/2022,6.9
38663,MS,Tippah County,Ripley,5/31/2022,4.9
38664,MS,Tunica County,Robinsonville,5/31/2022,5
38665,MS,Tate County,Sarah,5/31/2022,5.5
38666,MS,Panola County,Sardis,5/31/2022,6.7
38668,MS,Tate County,Senatobia,5/31/2022,5.8
38670,MS,Quitman County,Sledge,5/31/2022,4.8
38671,MS,DeSoto County,Southaven,5/31/2022,7.6
38672,MS,DeSoto County,Southaven,5/31/2022,6.7
38673,MS,Lafayette County,Taylor,5/31/2022,5.4
38674,MS,Tippah County,Tiplersville,5/31/2022,4.8
38676,MS,Tunica County,Tunica,5/31/2022,6.4
38680,MS,DeSoto County,Lynchburg,5/31/2022,7.2
38683,MS,Tippah County,Walnut,5/31/2022,4.7
38685,MS,Marshall County,Waterford,5/31/2022,6.6
38701,MS,Washington County,Greenville,5/31/2022,6.5
38703,MS,Washington County,Greenville,5/31/2022,6.9
38720,MS,Coahoma County,Alligator,5/31/2022,5.4
38725,MS,Bolivar County,Benoit,5/31/2022,4.8
38730,MS,Bolivar County,Boyle,5/31/2022,5.4
38732,MS,Bolivar County,Cleveland,5/31/2022,5.3
38737,MS,Sunflower County,Drew,5/31/2022,4.8
38748,MS,Washington County,Hollandale,5/31/2022,2.2
38751,MS,Sunflower County,Indianola,5/31/2022,5.3
38753,MS,Sunflower County,Inverness,5/31/2022,8.1
38754,MS,Humphreys County,Isola,5/31/2022,7.2
38759,MS,Bolivar County,Merigold,5/31/2022,5.5
38761,MS,Sunflower County,Moorhead,5/31/2022,3.2
38773,MS,Bolivar County,Shaw,5/31/2022,7.3
38774,MS,Bolivar County,Shelby,5/31/2022,5.6
38801,MS,Lee County,Tupelo,5/31/2022,5.3
38804,MS,Lee County,Tupelo,5/31/2022,5.2
38820,MS,Pontotoc County,Algoma,5/31/2022,3.5
38821,MS,Monroe County,Amory,5/31/2022,4.9
38824,MS,Prentiss County,Baldwyn,5/31/2022,3.8
38826,MS,Lee County,Tupelo,5/31/2022,5.1
38827,MS,Tishomingo County,Belmont,5/31/2022,5.6
38828,MS,Union County,Blue Springs,5/31/2022,4.9
38829,MS,Prentiss County,Booneville,5/31/2022,3.6
38833,MS,Tishomingo County,Burnsville,5/31/2022,6.4
38834,MS,Alcorn County,Corinth,5/31/2022,5.4
38838,MS,Tishomingo County,Dennis,5/31/2022,6.3
38841,MS,Pontotoc County,Ecru,5/31/2022,4.4
38843,MS,Itawamba County,Fulton,5/31/2022,5.2
38844,MS,Monroe County,Gattman,5/31/2022,4.6
38846,MS,Alcorn County,Glen,5/31/2022,5.2
38847,MS,Itawamba County,Golden,5/31/2022,5.8
38848,MS,Monroe County,Greenwood Springs,5/31/2022,5.2
38849,MS,Lee County,Guntown,5/31/2022,5.3
38850,MS,Chickasaw County,New Houlka,5/31/2022,6
38851,MS,Chickasaw County,Houston,5/31/2022,5.4
38852,MS,Tishomingo County,Iuka,5/31/2022,5.5
38855,MS,Itawamba County,Mantachie,5/31/2022,5
38856,MS,Prentiss County,Marietta,5/31/2022,4.1
38857,MS,Lee County,Mooreville,5/31/2022,5.3
38858,MS,Itawamba County,Nettleton,5/31/2022,5.6
38859,MS,Prentiss County,New Site,5/31/2022,2.8
38860,MS,Chickasaw County,Okolona,5/31/2022,5.2
38862,MS,Lee County,Plantersville,5/31/2022,5.1
38863,MS,Pontotoc County,Pontotoc,5/31/2022,3.4
38864,MS,Calhoun County,Banner,5/31/2022,3.3
38865,MS,Alcorn County,Rienzi,5/31/2022,5.1
38866,MS,Lee County,Saltillo,5/31/2022,5.1
38868,MS,Lee County,Shannon,5/31/2022,5
38869,MS,Union County,Blue Springs,5/31/2022,6.1
38870,MS,Monroe County,Smithville,5/31/2022,5
38871,MS,Pontotoc County,Thaxton,5/31/2022,3.8
38873,MS,Tishomingo County,Tishomingo,5/31/2022,6.2
38874,MS,Pontotoc County,Toccopola,5/31/2022,2.6
38876,MS,Itawamba County,Tremont,5/31/2022,5.5
38877,MS,Chickasaw County,Van Vleet,5/31/2022,6.6
38878,MS,Calhoun County,Vardaman,5/31/2022,5.4
38879,MS,Lee County,Verona,5/31/2022,3
38901,MS,Grenada County,Grenada,5/31/2022,6.6
38913,MS,Calhoun County,Banner,5/31/2022,3.8
38914,MS,Calhoun County,Big Creek,5/31/2022,7.3
38915,MS,Calhoun County,Bruce,5/31/2022,3.8
38916,MS,Calhoun County,Calhoun City,5/31/2022,5.3
38917,MS,Grenada County,Holcomb,5/31/2022,2.5
38922,MS,Yalobusha County,Coffeeville,5/31/2022,4.7
38924,MS,Holmes County,Cruger,5/31/2022,6.7
38925,MS,Montgomery County,Duck Hill,5/31/2022,3.5
38927,MS,Tallahatchie County,Enid,5/31/2022,4.5
38929,MS,Grenada County,Gore Springs,5/31/2022,7.4
38930,MS,Leflore County,Greenwood,5/31/2022,6.1
38940,MS,Grenada County,Holcomb,5/31/2022,13.8
38944,MS,Leflore County,Minter City,5/31/2022,4.7
38946,MS,Leflore County,Morgan City,5/31/2022,11.5
38948,MS,Yalobusha County,Oakland,5/31/2022,5.5
38949,MS,Lafayette County,Paris,5/31/2022,5.2
38952,MS,Leflore County,Schlater,5/31/2022,4.7
38953,MS,Tallahatchie County,Scobey,5/31/2022,6.2
38954,MS,Leflore County,Sidon,5/31/2022,10.3
38959,MS,Sunflower County,Inverness,5/31/2022,6.8
38961,MS,Yalobusha County,Tillatoba,5/31/2022,5.2
38965,MS,Yalobusha County,Water Valley,5/31/2022,3.1
38967,MS,Montgomery County,Winona,5/31/2022,5.7
39038,MS,Humphreys County,Belzoni,5/31/2022,4.5
39039,MS,Yazoo County,Benton,5/31/2022,5.4
39040,MS,Yazoo County,Bentonia,5/31/2022,6
39041,MS,Hinds County,Bolton,5/31/2022,6.5
39042,MS,Rankin County,Brandon,5/31/2022,5.9
39044,MS,Simpson County,Braxton,5/31/2022,4.7
39045,MS,Madison County,Camden,5/31/2022,6.3
39046,MS,Madison County,Canton,5/31/2022,6.5
39047,MS,Rankin County,Brandon,5/31/2022,5.9
39051,MS,Leake County,Carthage,5/31/2022,6.6
39056,MS,Hinds County,Clinton,5/31/2022,6.5
39057,MS,Newton County,Conehatta,5/31/2022,5.9
39059,MS,Copiah County,Crystal Springs,5/31/2022,5.6
39062,MS,Simpson County,D'Lo,5/31/2022,5
39063,MS,Holmes County,Durant,5/31/2022,2
39066,MS,Hinds County,Edwards,5/31/2022,5.5
39067,MS,Attala County,Ethel,5/31/2022,7.1
39071,MS,Madison County,Flora,5/31/2022,4.8
39073,MS,Rankin County,Florence,5/31/2022,5.8
39074,MS,Scott County,Forest,5/31/2022,5.6
39078,MS,Copiah County,Georgetown,5/31/2022,4.5
39079,MS,Holmes County,Goodman,5/31/2022,4.8
39082,MS,Simpson County,Harrisville,5/31/2022,4.9
39083,MS,Copiah County,Hazlehurst,5/31/2022,6.1
39086,MS,Claiborne County,Hermanville,5/31/2022,2.6
39090,MS,Attala County,Kosciusko,5/31/2022,5.8
39092,MS,Scott County,Lake,5/31/2022,4.9
39094,MS,Leake County,Lena,5/31/2022,4.6
39095,MS,Holmes County,Lexington,5/31/2022,3.2
39098,MS,Leake County,Lena,5/31/2022,6.2
39108,MS,Attala County,McCool,5/31/2022,5.9
39110,MS,Madison County,Madison,5/31/2022,6.2
39111,MS,Simpson County,Magee,5/31/2022,5.4
39114,MS,Simpson County,Mendenhall,5/31/2022,5.1
39116,MS,Smith County,Mize,5/31/2022,6.3
39117,MS,Scott County,Morton,5/31/2022,4.9
39119,MS,Covington County,Mount Olive,5/31/2022,5.3
39120,MS,Adams County,Natchez,5/31/2022,4.6
39140,MS,Lawrence County,New Hebron,5/31/2022,4.6
39144,MS,Claiborne County,Pattison,5/31/2022,3.6
39145,MS,Rankin County,Pelahatchie,5/31/2022,6.3
39146,MS,Holmes County,Pickens,5/31/2022,3.3
39149,MS,Simpson County,Pinola,5/31/2022,4
39152,MS,Smith County,Pulaski,5/31/2022,5.3
39153,MS,Smith County,Raleigh,5/31/2022,5.5
39154,MS,Hinds County,Raymond,5/31/2022,6.2
39156,MS,Warren County,Redwood,5/31/2022,4.2
39157,MS,Madison County,Ridgeland,5/31/2022,6.3
39160,MS,Attala County,Sallis,5/31/2022,6
39162,MS,Yazoo County,Satartia,5/31/2022,6.2
39165,MS,Adams County,Natchez,5/31/2022,4.2
39168,MS,Smith County,Taylorsville,5/31/2022,5.4
39169,MS,Holmes County,Tchula,5/31/2022,8
39170,MS,Hinds County,Terry,5/31/2022,6.2
39173,MS,Yazoo County,Yazoo City,5/31/2022,5.7
39174,MS,Hinds County,Jackson,5/31/2022,-1.7
39175,MS,Hinds County,Utica,5/31/2022,4.7
39176,MS,Carroll County,Vaiden,5/31/2022,5
39179,MS,Yazoo County,Vaughan,5/31/2022,4
39180,MS,Warren County,Vicksburg,5/31/2022,5.6
39183,MS,Warren County,Vicksburg,5/31/2022,5.3
39189,MS,Leake County,Walnut Grove,5/31/2022,4.9
39191,MS,Copiah County,Wesson,5/31/2022,6.2
39192,MS,Attala County,West,5/31/2022,3.3
39194,MS,Yazoo County,Yazoo City,5/31/2022,5
39202,MS,Hinds County,Jackson,5/31/2022,5.6
39203,MS,Hinds County,Jackson,5/31/2022,7.2
39204,MS,Hinds County,Jackson,5/31/2022,6.1
39206,MS,Hinds County,Jackson,5/31/2022,6.6
39208,MS,Rankin County,Pearl,5/31/2022,6.2
39209,MS,Hinds County,Jackson,5/31/2022,8.2
39211,MS,Hinds County,Jackson,5/31/2022,6.7
39212,MS,Hinds County,Jackson,5/31/2022,7
39213,MS,Hinds County,Jackson,5/31/2022,6.8
39216,MS,Hinds County,Jackson,5/31/2022,6.2
39218,MS,Rankin County,Richland,5/31/2022,6
39232,MS,Rankin County,Flowood,5/31/2022,5.9
39272,MS,Hinds County,Byram,5/31/2022,5.9
39301,MS,Lauderdale County,Meridian,5/31/2022,4.9
39305,MS,Lauderdale County,Meridian,5/31/2022,4.6
39307,MS,Lauderdale County,Meridian,5/31/2022,5.5
39320,MS,Lauderdale County,Bailey,5/31/2022,4.6
39322,MS,Wayne County,Buckatunna,5/31/2022,6.1
39323,MS,Newton County,Chunky,5/31/2022,5.5
39325,MS,Lauderdale County,Collinsville,5/31/2022,4.9
39326,MS,Lauderdale County,Daleville,5/31/2022,5.6
39327,MS,Newton County,Decatur,5/31/2022,5.5
39328,MS,Kemper County,De Kalb,5/31/2022,4.4
39330,MS,Clarke County,Enterprise,5/31/2022,5.8
39332,MS,Newton County,Hickory,5/31/2022,5.3
39335,MS,Lauderdale County,Lauderdale,5/31/2022,5.4
39336,MS,Newton County,Lawrence,5/31/2022,5.6
39337,MS,Newton County,Little Rock,5/31/2022,5.1
39338,MS,Jasper County,Louin,5/31/2022,5
39339,MS,Winston County,Louisville,5/31/2022,5.9
39341,MS,Noxubee County,Macon,5/31/2022,5.2
39342,MS,Lauderdale County,Marion,5/31/2022,5.1
39345,MS,Newton County,Newton,5/31/2022,5.2
39346,MS,Winston County,Noxapater,5/31/2022,6.1
39350,MS,Neshoba County,Philadelphia,5/31/2022,5.2
39354,MS,Kemper County,Preston,5/31/2022,6.2
39359,MS,Scott County,Sebastopol,5/31/2022,5.6
39360,MS,Clarke County,Shubuta,5/31/2022,6.1
39362,MS,Greene County,State Line,5/31/2022,5.1
39364,MS,Lauderdale County,Toomsuba,5/31/2022,5.3
39365,MS,Newton County,Union,5/31/2022,5.3
39367,MS,Wayne County,Waynesboro,5/31/2022,6.3
39401,MS,Forrest County,Hattiesburg,5/31/2022,5.4
39402,MS,Forrest County,Hattiesburg,5/31/2022,5.3
39421,MS,Jefferson Davis County,Bassfield,5/31/2022,3.7
39422,MS,Jasper County,Bay Springs,5/31/2022,5.5
39423,MS,Perry County,Beaumont,5/31/2022,5.4
39425,MS,Forrest County,Brooklyn,5/31/2022,4
39426,MS,Pearl River County,Carriere,5/31/2022,5.4
39427,MS,Jefferson Davis County,Bassfield,5/31/2022,4.4
39428,MS,Covington County,Collins,5/31/2022,5.5
39429,MS,Marion County,Columbia,5/31/2022,4.8
39437,MS,Jones County,Ellisville,5/31/2022,5.4
39439,MS,Jasper County,Heidelberg,5/31/2022,3.4
39440,MS,Jones County,Laurel,5/31/2022,5.7
39443,MS,Jones County,Laurel,5/31/2022,5
39451,MS,Greene County,Leakesville,5/31/2022,6.1
39452,MS,George County,Lucedale,5/31/2022,5.3
39455,MS,Pearl River County,Lumberton,5/31/2022,5.4
39456,MS,Greene County,McLain,5/31/2022,4.8
39459,MS,Jones County,Moselle,5/31/2022,5.2
39461,MS,Greene County,Neely,5/31/2022,6.3
39462,MS,Perry County,New Augusta,5/31/2022,3.5
39464,MS,Jones County,Ovett,5/31/2022,5.3
39465,MS,Forrest County,Petal,5/31/2022,5.2
39466,MS,Pearl River County,Picayune,5/31/2022,5.4
39470,MS,Pearl River County,Poplarville,5/31/2022,5.8
39474,MS,Jefferson Davis County,Prentiss,5/31/2022,4.5
39475,MS,Lamar County,Purvis,5/31/2022,5.3
39476,MS,Perry County,Richton,5/31/2022,5.1
39477,MS,Jones County,Sandersville,5/31/2022,7.6
39478,MS,Marion County,Sandy Hook,5/31/2022,4.2
39479,MS,Covington County,Seminary,5/31/2022,4.6
39480,MS,Jones County,Soso,5/31/2022,5.3
39482,MS,Lamar County,Sumrall,5/31/2022,5.9
39483,MS,Marion County,Foxworth,5/31/2022,4.7
39501,MS,Harrison County,Gulfport,5/31/2022,7.3
39503,MS,Harrison County,Gulfport,5/31/2022,5.7
39507,MS,Harrison County,Gulfport,5/31/2022,5.7
39520,MS,Hancock County,Bay Saint Louis,5/31/2022,5.5
39525,MS,Hancock County,Diamondhead,5/31/2022,6
39530,MS,Harrison County,Biloxi,5/31/2022,6.5
39531,MS,Harrison County,Biloxi,5/31/2022,5.4
39532,MS,Harrison County,Biloxi,5/31/2022,5.4
39540,MS,Harrison County,Diberville,5/31/2022,5.6
39553,MS,Jackson County,Gautier,5/31/2022,6
39556,MS,Hancock County,Kiln,5/31/2022,5.8
39560,MS,Harrison County,Long Beach,5/31/2022,5.5
39561,MS,Stone County,Mc Henry,5/31/2022,5.3
39562,MS,Jackson County,Moss Point,5/31/2022,6.2
39563,MS,Jackson County,Moss Point,5/31/2022,4.7
39564,MS,Jackson County,Ocean Springs,5/31/2022,6.5
39565,MS,Jackson County,Vancleave,5/31/2022,6.1
39567,MS,Jackson County,Pascagoula,5/31/2022,5.4
39571,MS,Harrison County,Pass Christian,5/31/2022,6
39572,MS,Hancock County,Pearlington,5/31/2022,7
39573,MS,Stone County,Perkinston,5/31/2022,5.4
39574,MS,Harrison County,Saucier,5/31/2022,5.6
39576,MS,Hancock County,Waveland,5/31/2022,5.1
39577,MS,Stone County,Wiggins,5/31/2022,5.2
39581,MS,Jackson County,Pascagoula,5/31/2022,4.8
39601,MS,Lincoln County,Brookhaven,5/31/2022,5.3
39629,MS,Lincoln County,Bogue Chitto,5/31/2022,5.3
39631,MS,Wilkinson County,Centreville,5/31/2022,7.8
39635,MS,Pike County,McComb,5/31/2022,3.5
39638,MS,Amite County,Gloster,5/31/2022,6.7
39641,MS,Lawrence County,Jayess,5/31/2022,5.2
39643,MS,Marion County,Kokomo,5/31/2022,4.7
39645,MS,Amite County,Liberty,5/31/2022,5.1
39647,MS,Franklin County,McCall Creek,5/31/2022,5.3
39648,MS,Pike County,McComb,5/31/2022,5.1
39652,MS,Pike County,Magnolia,5/31/2022,4.8
39653,MS,Franklin County,Smithdale,5/31/2022,5.4
39654,MS,Lawrence County,Monticello,5/31/2022,5.1
39656,MS,Jefferson Davis County,Oak Vale,5/31/2022,5.1
39657,MS,Pike County,Osyka,5/31/2022,4.4
39661,MS,Franklin County,Roxie,5/31/2022,5.7
39662,MS,Lincoln County,Ruth,5/31/2022,4.9
39663,MS,Lawrence County,Silver Creek,5/31/2022,4.8
39664,MS,Franklin County,Smithdale,5/31/2022,5.5
39665,MS,Lawrence County,Sontag,5/31/2022,4.2
39666,MS,Pike County,Summit,5/31/2022,4.5
39667,MS,Walthall County,Tylertown,5/31/2022,4
39668,MS,Jefferson County,Union Church,5/31/2022,4
39701,MS,Lowndes County,Columbus,5/31/2022,5.3
39702,MS,Lowndes County,Columbus,5/31/2022,5.6
39705,MS,Lowndes County,Columbus,5/31/2022,5.3
39730,MS,Monroe County,Aberdeen,5/31/2022,3.9
39735,MS,Choctaw County,Ackerman,5/31/2022,5.4
39736,MS,Lowndes County,Columbus,5/31/2022,3.2
39737,MS,Webster County,Walthall,5/31/2022,4.7
39740,MS,Lowndes County,Caledonia,5/31/2022,5.7
39741,MS,Clay County,Cedarbluff,5/31/2022,5.8
39743,MS,Lowndes County,Crawford,5/31/2022,3.7
39744,MS,Webster County,Eupora,5/31/2022,5.4
39745,MS,Attala County,French Camp,5/31/2022,6.1
39746,MS,Monroe County,Hamilton,5/31/2022,4.7
39747,MS,Montgomery County,Kilmichael,5/31/2022,4.9
39750,MS,Webster County,Maben,5/31/2022,4.9
39751,MS,Webster County,Mantee,5/31/2022,5.8
39752,MS,Webster County,Mathiston,5/31/2022,5.7
39755,MS,Clay County,Pheba,5/31/2022,5.8
39756,MS,Clay County,Prairie,5/31/2022,2.9
39759,MS,Oktibbeha County,Starkville,5/31/2022,4.5
39766,MS,Lowndes County,Steens,5/31/2022,5.6
39767,MS,Webster County,Stewart,5/31/2022,4.6
39769,MS,Oktibbeha County,Sturgis,5/31/2022,2.2
39771,MS,Webster County,Walthall,5/31/2022,4.9
39772,MS,Choctaw County,Ackerman,5/31/2022,5.1
39773,MS,Clay County,West Point,5/31/2022,5.8
39776,MS,Chickasaw County,Woodland,5/31/2022,5.7
39813,GA,Calhoun County,Arlington,5/31/2022,5
39815,GA,Decatur County,Attapulgus,5/31/2022,4.8
39817,GA,Decatur County,Bainbridge,5/31/2022,5
39819,GA,Decatur County,Bainbridge,5/31/2022,5
39823,GA,Early County,Blakely,5/31/2022,4.6
39824,GA,Clay County,Bluffton,5/31/2022,5.5
39825,GA,Decatur County,Brinson,5/31/2022,4.1
39826,GA,Terrell County,Bronwood,5/31/2022,5.8
39827,GA,Grady County,Cairo,5/31/2022,5
39828,GA,Grady County,Cairo,5/31/2022,5
39829,GA,Grady County,Cairo,5/31/2022,5.9
39834,GA,Decatur County,Climax,5/31/2022,5.1
39836,GA,Randolph County,Coleman,5/31/2022,4.7
39837,GA,Miller County,Colquitt,5/31/2022,4.6
39840,GA,Randolph County,Cuthbert,5/31/2022,5.1
39841,GA,Early County,Damascus,5/31/2022,5.5
39842,GA,Terrell County,Dawson,5/31/2022,4.9
39845,GA,Seminole County,Donalsonville,5/31/2022,4.8
39846,GA,Calhoun County,Edison,5/31/2022,5
39851,GA,Clay County,Fort Gaines,5/31/2022,5.5
39854,GA,Quitman County,Georgetown,5/31/2022,4.5
39859,GA,Seminole County,Iron City,5/31/2022,3.6
39861,GA,Early County,Jakin,5/31/2022,4.9
39862,GA,Calhoun County,Leary,5/31/2022,4.8
39866,GA,Calhoun County,Morgan,5/31/2022,3.3
39867,GA,Quitman County,Morris,5/31/2022,5.5
39870,GA,Baker County,Newton,5/31/2022,3
39877,GA,Webster County,Parrott,5/31/2022,4.7
39885,GA,Terrell County,Sasser,5/31/2022,6.7
39886,GA,Randolph County,Shellman,5/31/2022,4.3
39897,GA,Grady County,Whigham,5/31/2022,5.5
40003,KY,Shelby County,Bagdad,5/31/2022,7.1
40004,KY,Nelson County,Bardstown,5/31/2022,6.2
40006,KY,Trimble County,Bedford,5/31/2022,5.6
40007,KY,Henry County,Bethlehem,5/31/2022,4.5
40008,KY,Nelson County,Bloomfield,5/31/2022,6.2
40009,KY,Marion County,Bradfordsville,5/31/2022,5.8
40010,KY,Oldham County,Buckner,5/31/2022,5
40011,KY,Henry County,Campbellsburg,5/31/2022,5.7
40012,KY,Nelson County,Chaplin,5/31/2022,6.4
40013,KY,Nelson County,Coxs Creek,5/31/2022,6.2
40014,KY,Oldham County,Crestwood,5/31/2022,5.6
40019,KY,Henry County,Eminence,5/31/2022,5.4
40020,KY,Nelson County,Coxs Creek,5/31/2022,6.2
40022,KY,Shelby County,Finchville,5/31/2022,8.1
40023,KY,Jefferson County,Louisville,5/31/2022,5.6
40025,KY,Jefferson County,Louisville,5/31/2022,5.6
40026,KY,Oldham County,Goshen,5/31/2022,5.4
40031,KY,Oldham County,La Grange,5/31/2022,5.6
40033,KY,Marion County,Lebanon,5/31/2022,5
40036,KY,Henry County,Lockport,5/31/2022,5.9
40037,KY,Marion County,Loretto,5/31/2022,5.7
40040,KY,Washington County,Mackville,5/31/2022,5.7
40045,KY,Trimble County,Milton,5/31/2022,5.7
40046,KY,Spencer County,Mount Eden,5/31/2022,6.4
40047,KY,Bullitt County,Mount Washington,5/31/2022,7.2
40050,KY,Henry County,New Castle,5/31/2022,5.5
40051,KY,Nelson County,New Haven,5/31/2022,6.3
40052,KY,Nelson County,New Hope,5/31/2022,6.3
40055,KY,Henry County,Pendleton,5/31/2022,5.6
40056,KY,Oldham County,Pewee Valley,5/31/2022,5.3
40057,KY,Henry County,Pleasureville,5/31/2022,5.6
40058,KY,Henry County,Turners Station,5/31/2022,6.9
40059,KY,Jefferson County,Prospect,5/31/2022,6
40060,KY,Marion County,Raywick,5/31/2022,5.9
40062,KY,Nelson County,New Hope,5/31/2022,5.6
40065,KY,Shelby County,Shelbyville,5/31/2022,6.8
40067,KY,Shelby County,Simpsonville,5/31/2022,6.7
40068,KY,Henry County,Smithfield,5/31/2022,5.6
40069,KY,Washington County,Springfield,5/31/2022,5.3
40070,KY,Henry County,Sulphur,5/31/2022,5.5
40071,KY,Spencer County,Taylorsville,5/31/2022,5.6
40075,KY,Henry County,Turners Station,5/31/2022,5.6
40076,KY,Shelby County,Waddy,5/31/2022,6
40077,KY,Oldham County,Westport,5/31/2022,5.8
40078,KY,Washington County,Willisburg,5/31/2022,5.6
40104,KY,Meade County,Battletown,5/31/2022,6
40107,KY,Nelson County,Boston,5/31/2022,7
40108,KY,Meade County,Brandenburg,5/31/2022,5.5
40109,KY,Bullitt County,Brooks,5/31/2022,7.9
40110,KY,Nelson County,Coxs Creek,5/31/2022,5.8
40111,KY,Breckinridge County,Cloverport,5/31/2022,5.6
40115,KY,Breckinridge County,Custer,5/31/2022,5.9
40117,KY,Meade County,Ekron,5/31/2022,6.8
40118,KY,Jefferson County,Louisville,5/31/2022,5.4
40119,KY,Grayson County,Falls of Rough,5/31/2022,5.6
40140,KY,Breckinridge County,Custer,5/31/2022,6.3
40142,KY,Meade County,Guston,5/31/2022,6.3
40143,KY,Breckinridge County,Hardinsburg,5/31/2022,5.2
40144,KY,Breckinridge County,Westview,5/31/2022,5.8
40145,KY,Grayson County,Leitchfield,5/31/2022,7
40146,KY,Breckinridge County,Irvington,5/31/2022,4.6
40150,KY,Bullitt County,Lebanon Junction,5/31/2022,8.5
40152,KY,Breckinridge County,McDaniels,5/31/2022,4.5
40155,KY,Meade County,Muldraugh,5/31/2022,6
40157,KY,Meade County,Payneville,5/31/2022,5.5
40160,KY,Hardin County,Radcliff,5/31/2022,6.4
40161,KY,Meade County,Payneville,5/31/2022,6.7
40162,KY,Hardin County,Rineyville,5/31/2022,6.9
40165,KY,Bullitt County,Shepherdsville,5/31/2022,7.7
40170,KY,Meade County,Payneville,5/31/2022,4
40171,KY,Meade County,Payneville,5/31/2022,4.2
40175,KY,Hardin County,Vine Grove,5/31/2022,6.3
40176,KY,Meade County,Webster,5/31/2022,6.3
40177,KY,Hardin County,West Point,5/31/2022,3
40178,KY,Breckinridge County,Westview,5/31/2022,5.7
40202,KY,Jefferson County,Louisville,5/31/2022,4.6
40203,KY,Jefferson County,Louisville,5/31/2022,5.6
40204,KY,Jefferson County,Louisville,5/31/2022,5.2
40205,KY,Jefferson County,Louisville,5/31/2022,5.8
40206,KY,Jefferson County,Louisville,5/31/2022,5.7
40207,KY,Jefferson County,Louisville,5/31/2022,5.7
40208,KY,Jefferson County,Louisville,5/31/2022,6.9
40209,KY,Jefferson County,Louisville,5/31/2022,2.5
40210,KY,Jefferson County,Louisville,5/31/2022,9.1
40211,KY,Jefferson County,Louisville,5/31/2022,9.8
40212,KY,Jefferson County,Louisville,5/31/2022,10.7
40213,KY,Jefferson County,Louisville,5/31/2022,6
40214,KY,Jefferson County,Louisville,5/31/2022,6
40215,KY,Jefferson County,Louisville,5/31/2022,8.3
40216,KY,Jefferson County,Louisville,5/31/2022,6.7
40217,KY,Jefferson County,Louisville,5/31/2022,5.3
40218,KY,Jefferson County,Louisville,5/31/2022,6.1
40219,KY,Jefferson County,Louisville,5/31/2022,6.4
40220,KY,Jefferson County,Louisville,5/31/2022,6.2
40222,KY,Jefferson County,Louisville,5/31/2022,5.9
40223,KY,Jefferson County,Louisville,5/31/2022,5.7
40228,KY,Jefferson County,Louisville,5/31/2022,6.2
40229,KY,Jefferson County,Louisville,5/31/2022,6.4
40241,KY,Jefferson County,Louisville,5/31/2022,5.8
40242,KY,Jefferson County,Louisville,5/31/2022,5.8
40243,KY,Jefferson County,Louisville,5/31/2022,5.7
40245,KY,Jefferson County,Louisville,5/31/2022,6
40258,KY,Jefferson County,Louisville,5/31/2022,6.5
40272,KY,Jefferson County,Louisville,5/31/2022,6.1
40291,KY,Jefferson County,Louisville,5/31/2022,6.1
40299,KY,Jefferson County,Louisville,5/31/2022,6
40310,KY,Mercer County,Harrodsburg,5/31/2022,8.2
40311,KY,Nicholas County,Carlisle,5/31/2022,4.9
40312,KY,Powell County,Clay City,5/31/2022,4.2
40313,KY,Rowan County,Clearfield,5/31/2022,4.6
40316,KY,Menifee County,Wellington,5/31/2022,7.8
40322,KY,Menifee County,Frenchburg,5/31/2022,7.1
40324,KY,Scott County,Georgetown,5/31/2022,6.6
40328,KY,Marion County,Gravel Switch,5/31/2022,5
40330,KY,Mercer County,Harrodsburg,5/31/2022,5.5
40334,KY,Menifee County,Means,5/31/2022,3.7
40336,KY,Estill County,Irvine,5/31/2022,5.4
40337,KY,Montgomery County,Jeffersonville,5/31/2022,5.8
40339,KY,Woodford County,Versailles,5/31/2022,8
40342,KY,Anderson County,Lawrenceburg,5/31/2022,5.5
40346,KY,Menifee County,Means,5/31/2022,6
40347,KY,Woodford County,Midway,5/31/2022,5.7
40348,KY,Nicholas County,Carlisle,5/31/2022,5.8
40350,KY,Fleming County,Moorefield,5/31/2022,3.4
40351,KY,Rowan County,Morehead,5/31/2022,4.9
40353,KY,Montgomery County,Mount Sterling,5/31/2022,5.5
40355,KY,Owen County,Worthville,5/31/2022,5.1
40356,KY,Jessamine County,Nicholasville,5/31/2022,6.3
40357,KY,Bourbon County,Paris,5/31/2022,5.7
40358,KY,Bath County,Olympia,5/31/2022,5.8
40359,KY,Owen County,Owenton,5/31/2022,4.5
40360,KY,Bath County,Owingsville,5/31/2022,3.9
40361,KY,Bourbon County,Paris,5/31/2022,5.6
40363,KY,Henry County,Campbellsburg,5/31/2022,4.8
40370,KY,Scott County,Sadieville,5/31/2022,7.4
40371,KY,Bath County,Salt Lick,5/31/2022,5.7
40372,KY,Mercer County,Salvisa,5/31/2022,5.3
40374,KY,Bath County,Sharpsburg,5/31/2022,4.9
