RegionID,SizeRank,StateName,StateAbbrev,jan1996,feb1996,mar1996,april1996,may1996,june1996,july1996,aug1996,sep1996,oct1996,nov1996,dec1996,jan1997,feb1997,mar1997,april1997,may1997,june1997,july1997,aug1997,sep1997,oct1997,nov1997,dec1997,jan1998,feb1998,mar1998,april1998,may1998,june1998,july1998,aug1998,sep1998,oct1998,nov1998,dec1998,jan1999,feb1999,mar1999,april1999,may1999,june1999,july1999,aug1999,sep1999,oct1999,nov1999,dec1999,jan2000,feb2000,mar2000,april2000,may2000,june2000,july2000,aug2000,sep2000,oct2000,nov2000,dec2000,jan2001,feb2001,mar2001,april2001,may2001,june2001,july2001,aug2001,sep2001,oct2001,nov2001,dec2001,jan2002,feb2002,mar2002,april2002,may2002,june2002,july2002,aug2002,sep2002,oct2002,nov2002,dec2002,jan2003,feb2003,mar2003,april2003,may2003,june2003,july2003,aug2003,sep2003,oct2003,nov2003,dec2003,jan2004,feb2004,mar2004,april2004,may2004,june2004,july2004,aug2004,sep2004,oct2004,nov2004,dec2004,jan2005,feb2005,mar2005,april2005,may2005,june2005,july2005,aug2005,sep2005,oct2005,nov2005,dec2005,jan2006,feb2006,mar2006,april2006,may2006,june2006,july2006,aug2006,sep2006,oct2006,nov2006,dec2006,jan2007,feb2007,mar2007,april2007,may2007,june2007,july2007,aug2007,sep2007,oct2007,nov2007,dec2007,jan2008,feb2008,mar2008,april2008,may2008,june2008,july2008,aug2008,sep2008,oct2008,nov2008,dec2008,jan2009,feb2009,mar2009,april2009,may2009,june2009,july2009,aug2009,sep2009,oct2009,nov2009,dec2009,jan2010,feb2010,mar2010,april2010,may2010,june2010,july2010,aug2010,sep2010,oct2010,nov2010,dec2010,jan2011,feb2011,mar2011,april2011,may2011,june2011,july2011,aug2011,sep2011,oct2011,nov2011,dec2011,jan2012,feb2012,mar2012,april2012,may2012,june2012,july2012,aug2012,sep2012,oct2012,nov2012,dec2012,jan2013,feb2013,mar2013,april2013,may2013,june2013,july2013,aug2013,sep213,oct2013,nov2013,dec2013,jan2014,feb2014,mar2014,april2014,may2014,june2014,july2014,aug2014,sep2014,oct214,nov2014,dec2014,jan2015,feb2015,mar2015,april2015,may2015,june2015,july2015,aug2015,sep2015,oct2015,nov2015,dec2015,jan2016,feb2016,mar2016,april2016,may2016,june2016,july2016,aug2016,sep2016,oct2016,nov2016,dec2016,jan2017,feb2017,mar2017,april2017,may2017,june2017,july2017,aug2017,sep2017,oct2017,nov2017,dec2017,jan2018,feb2018,mar2018,april2018,may2018,june2018,july2018,aug2018,sep2018,oct2018,nov2018,dec2018,jan2019,feb2019,mar2019,april2019,may2019,june2019,july2019,aug2019,sep2019,oct2019,nov2019,dec2019,jan2020,feb2020,mar2020,april2020,may2020,june2020,july2020,aug2020,sep2020,oct2020,nov2020,dec2020,jan2021,feb2021,mar2021,april2021,may2021
51,23,South Carolina,SC,51004,51111,51202,51417,51580,51763,51877,52033,52104,52231,52347,52510,52676,52880,53100,53276,53468,53664,53956,54246,54692,55093,55534,55922,56340,56629,56904,57165,57590,57998,58452,58832,59181,59480,59743,59978,60185,60500,60857,61273,61589,61882,62122,62357,62552,62776,63035,63369,63691,64056,64385,64762,65049,65350,65601,65946,66322,66678,67004,67261,67604,67896,68212,68439,68704,68976,69257,69476,69663,69854,70035,70233,70361,70440,70507,70593,70749,70879,71063,71239,71421,71592,71800,72030,72282,72573,72853,73123,73335,73556,73766,74014,74262,74533,74782,75044,75301,75569,75843,76137,76505,76892,77279,77625,78032,78483,78989,79464,79961,80410,80968,81503,82035,82539,83122,83756,84401,85030,85670,86348,86977,87709,88326,89028,89669,90383,91038,91631,92118,92545,92889,93182,93451,93665,93879,94008,94122,94177,94249,94339,94407,94401,94405,94363,94397,94358,94237,94065,93904,93763,93470,93072,92686,92348,91858,91359,90767,90266,89815,89346,88794,88164,87654,87267,86951,86652,86478,86372,86301,86163,85942,85794,85699,85591,85353,85046,84627,84178,83722,83152,82532,81843,81352,80843,80400,80011,79762,79520,79262,79017,78775,78723,78733,78866,78824,78832,78783,78706,78545,78391,78402,78488,78611,78657,78686,78724,78921,79130,79348,79597,79907,80303,80621,80897,81175,81442,81760,82018,82162,82220,82337,82513,82750,82942,83155,83339,83492,83659,83855,84125,84488,84887,85241,85566,85872,86157,86426,86746,87120,87511,87905,88247,88583,88882,89268,89646,90016,90441,90926,91447,91926,92369,92687,93042,93340,93834,94270,94768,95223,95670,96061,96431,96847,97308,97896,98513,99266,99873,100446,100933,101440,101957,102480,102959,103459,103982,104512,104987,105327,105697,105996,106376,106771,107200,107591,107982,108336,108731,109118,109535,110019,110509,111151,111773,112468,113217,114074,115035,116095,117194,118369,119650,121031,122544,124115
25,24,Louisiana,LA,41494,41654,41763,42001,42141,42283,42398,42583,42787,43013,43216,43436,43689,43903,44095,44258,44473,44673,44888,45104,45327,45537,45776,46025,46234,46418,46644,46885,47315,47770,48290,48620,48882,49133,49381,49575,49746,49947,50182,50479,50680,50888,51036,51249,51474,51645,51860,52098,52425,52736,53013,53233,53433,53650,53864,54114,54388,54718,55058,55412,55790,56089,56362,56582,56746,56940,57128,57458,57740,57994,58156,58290,58370,58550,58816,59162,59658,59994,60356,60320,60388,60442,60674,60915,61181,61447,61647,61771,61815,61928,62037,62318,62582,62916,63132,63381,63708,64085,64490,64819,65091,65384,65662,66027,66379,66658,66967,67195,67198,67065,66918,67094,67462,67931,68470,69023,69572,70187,70764,71429,72188,72987,73782,74391,74867,75249,75575,75843,76083,76299,76577,76823,77096,77396,77716,77985,78152,78292,78405,78562,78722,78863,79019,79150,79232,79193,79109,79033,79093,79161,79287,79412,79524,79600,79498,79459,79391,79454,79457,79561,79541,79503,79414,79284,79155,79022,79055,79068,79269,79426,79649,79655,79710,79719,79694,79602,79552,79497,79414,79269,78964,78645,78266,77984,77736,77599,77539,77513,77465,77485,77491,77459,77438,77417,77482,77647,77831,77963,77960,77972,78009,78024,77974,77990,78034,78147,78263,78349,78486,78701,79010,79301,79480,79632,79769,79953,80228,80530,80813,81000,81010,80909,80834,80909,81059,81254,81614,81899,82137,82270,82513,82747,83027,83336,83649,83868,84109,84369,84558,84800,84919,85109,85136,85323,85582,85939,86272,86550,86816,87006,87171,87260,87409,87516,87822,88157,88535,88727,88902,89045,89249,89487,89810,90167,90597,90990,91191,91201,91119,91177,91228,91413,91514,91672,91634,91553,91403,91391,91482,91632,91869,92089,92296,92402,92480,92531,92749,93205,93700,94067,94342,94707,94931,95127,95346,95732,96201,96707,97211,97602,98037,98573,99226,99885,100698
24,25,Kentucky,KY,35695,35781,35853,36012,36148,36286,36424,36572,36721,36855,37021,37197,37327,37414,37499,37617,37771,37929,38108,38272,38439,38620,38775,38932,39228,39557,39907,40136,40366,40584,40767,40959,41150,41362,41528,41686,41728,41831,41930,42154,42347,42548,42735,42913,43095,43277,43503,43703,43882,44012,44157,44305,44463,44615,44796,45005,45221,45421,45630,45872,46182,46457,46714,46915,47137,47365,47574,47747,47891,48024,48151,48278,48378,48496,48611,48756,48879,49003,49133,49273,49419,49566,49707,49822,49924,50051,50193,50349,50499,50639,50770,50907,51066,51230,51395,51564,51731,51885,52004,52102,52208,52347,52510,52688,52856,53064,53234,53424,53620,53844,54102,54348,54607,54833,55058,55246,55408,55523,55686,55859,56043,56187,56338,56522,56677,56823,56921,57033,57171,57293,57415,57497,57569,57639,57681,57722,57763,57809,57858,57898,57938,57994,58018,58031,58002,57973,57937,57844,57773,57708,57708,57712,57713,57682,57635,57567,57549,57534,57487,57417,57300,57218,57101,56997,56859,56769,56722,56750,56785,56810,56862,56916,56978,56965,56917,56840,56779,56698,56527,56313,56013,55727,55442,55240,55083,54973,54884,54812,54729,54653,54654,54676,54745,54807,54876,54934,54954,54935,54917,54899,54952,55001,55051,55072,55136,55206,55313,55365,55443,55533,55658,55829,55955,56100,56216,56343,56396,56494,56558,56690,56809,56991,57172,57284,57395,57504,57670,57865,58122,58313,58512,58666,58849,58993,59139,59345,59578,59794,59978,60155,60347,60596,60851,61137,61401,61700,61972,62237,62483,62775,63081,63396,63675,63942,64256,64593,64956,65279,65612,65935,66280,66606,67001,67373,67767,68105,68437,68718,68983,69270,69578,69836,70052,70229,70333,70499,70753,71138,71487,71855,72276,72734,73155,73477,73769,74021,74193,74413,74679,74976,75246,75531,75792,76014,76227,76642,77130,77707,78411,79097,79749,80381,81120,81921,82799
46,26,Oregon,OR,84396,84701,84967,85513,86042,86574,87115,87645,88181,88761,89373,89984,90540,91072,91674,92296,92899,93469,94004,94518,95000,95351,95697,96030,96569,97033,97416,97649,97949,98291,98654,99044,99348,99752,100028,100403,100504,100679,100791,101100,101388,101641,101884,102141,102658,103114,103646,103895,104226,104576,105060,105566,105988,106395,106730,107092,107378,107708,108056,108518,109027,109476,109922,110272,110640,110991,111406,111871,112288,112688,113046,113480,113934,114405,114810,115202,115651,116144,116638,117001,117394,117800,118346,118887,119498,120080,120648,121179,121680,122248,122827,123589,124376,125306,126110,126973,127761,128667,129643,130633,131739,132776,133945,134992,136121,137191,138503,139773,141208,142757,144473,146410,148309,150361,152524,154945,157620,160349,162938,165572,168073,170371,172547,174659,176985,179398,181589,183543,184869,186067,187210,188339,189364,190260,191236,192313,193236,193773,194025,194053,194149,194042,193690,193142,192281,191683,190761,189714,188213,186758,185425,184055,182537,180926,179309,177602,176109,174304,172467,170493,168847,167219,165641,164357,163474,162814,162163,161696,161168,160783,160535,160163,159518,158648,157672,156465,154962,153526,152401,151221,150019,148580,146994,145452,144157,143282,142679,142138,141743,141179,140567,139938,139576,139377,139548,139919,140430,140942,141425,142260,143167,144370,145216,146238,147272,148831,150440,152223,154046,155642,157140,158218,159374,160413,161993,163597,165129,166241,167036,167763,168264,169073,169897,170989,172086,173244,174315,175229,176184,177330,178770,180043,181373,182697,184214,185820,187377,188988,190569,192280,194049,195555,197043,198750,200802,202831,204860,206726,208580,210268,211850,213551,215193,216994,218634,220363,221907,223338,224607,225922,227361,228900,230511,232036,233551,235243,237058,238788,240361,241872,243406,244699,245785,246636,247647,248651,249773,250626,251303,251829,252454,253469,254345,255260,255677,256509,257153,258381,259775,261430,263205,264742,266058,267119,268651,270890,273867,276941,280453,283922,287628,291688,296237,301655,307882
45,27,Oklahoma,OK,29846,29901,29979,30113,30246,30344,30444,30536,30629,30714,30814,30936,31028,31125,31195,31308,31416,31577,31730,31895,32052,32225,32395,32556,32789,33009,33222,33352,33500,33643,33797,33971,34168,34367,34512,34617,34682,34797,34930,35115,35282,35461,35640,35784,35911,36021,36188,36373,36539,36659,36809,36970,37167,37332,37509,37662,37807,37954,38128,38335,38559,38772,38944,39093,39215,39352,39467,39619,39768,39915,40019,40104,40192,40306,40413,40526,40634,40750,40881,41002,41126,41258,41399,41537,41644,41756,41890,42046,42194,42328,42452,42573,42695,42807,42937,43077,43224,43374,43507,43648,43784,43923,44068,44234,44430,44649,44819,44978,45189,45386,45579,45721,45904,46097,46286,46471,46651,46810,47003,47202,47393,47611,47872,48124,48326,48474,48629,48788,48949,49122,49283,49440,49579,49690,49828,49957,50096,50200,50341,50456,50528,50563,50635,50713,50754,50854,50783,50759,50659,50720,50719,50714,50717,50769,50730,50662,50572,50395,50289,50174,50185,50177,50198,50216,50230,50249,50389,50504,50619,50659,50748,50831,50904,50867,50739,50593,50445,50328,50102,49923,49742,49679,49574,49441,49269,49150,49128,49145,49207,49179,49149,49083,49057,49063,49082,49158,49264,49360,49428,49471,49472,49501,49590,49745,49901,49985,50074,50182,50260,50354,50456,50603,50763,50855,50950,51012,51148,51292,51442,51546,51698,51843,52008,52148,52304,52592,52852,53089,53220,53388,53581,53768,53906,54051,54171,54289,54375,54362,54370,54420,54598,54792,54969,55129,55284,55442,55622,55796,55982,56181,56355,56531,56619,56754,56881,57099,57311,57524,57697,57877,58077,58309,58531,58751,58960,59080,59208,59315,59486,59608,59731,59847,59976,60140,60286,60460,60603,60880,61118,61350,61518,61793,62109,62431,62703,62945,63272,63601,64041,64366,64748,65082,65395,65642,65906,66270,66700,67175,67647,68158,68657,69253,69883,70622,71467
11,28,Connecticut,CT,88262,88153,88283,88371,88436,88455,88466,88602,88552,88517,88375,88413,88188,88253,87971,88014,87997,88102,88259,88295,88610,88891,89260,89439,90094,90603,91300,91523,91919,92288,92639,93008,93392,93876,94481,95014,95402,95657,96078,96709,97428,98080,98750,99353,99985,100601,101317,102149,102995,103995,104946,105817,106444,107126,107865,108638,109381,110131,110887,111668,112509,113343,114182,115075,116000,116866,117700,118830,120059,121282,122240,123099,123952,124937,125987,127071,128213,129482,130798,131968,132966,134250,135672,137189,138616,139951,141318,142666,144079,145417,146752,148019,149467,150605,151919,153301,154903,156491,157937,159478,161069,162844,164633,166350,168025,169859,171790,173660,175277,177024,178735,180592,182330,184267,186162,188324,190423,192586,194466,196085,197471,198368,199681,200791,202066,202651,203190,203359,203446,203200,202970,202786,203234,203727,204069,203861,203425,202903,202401,202048,201835,201518,200964,200211,198739,197038,195075,193566,192433,191505,190429,188894,187081,185391,183973,182735,181574,180643,179439,178070,176285,174563,173181,172378,171867,171586,171115,170647,169899,169317,169184,169428,169597,169589,169160,168573,167690,166495,165105,163806,163092,162409,161434,160118,158945,158163,157398,156355,155341,154343,153692,152820,151883,150997,150309,149627,148836,147791,147049,146703,146530,146661,146770,147268,147787,148066,148434,149027,149988,150877,151559,152214,152886,153322,153649,153667,153542,153501,153232,153005,152507,152407,152280,151991,151595,151362,151344,151311,151300,151389,151706,151959,152260,152326,152432,152612,152956,153007,152712,152590,152710,153017,153160,153097,153079,153076,153225,153297,153278,153596,154198,154866,155529,155962,156399,156937,157544,158122,158741,159377,160113,160669,161353,161795,162160,162367,162746,163147,163583,164143,164501,164886,164896,165087,165087,165539,165664,166182,166602,167307,167916,168334,168444,168310,168100,167916,167886,168100,168903,169542,170434,171306,172242,173272,174710,176769,179286,181980,184889,187735,190632,193884,197353,201124,205364
19,29,Iowa,IA,41356,41460,41543,41713,41852,41972,42065,42156,42247,42397,42581,42816,42910,42939,42914,42951,43023,43111,43242,43365,43496,43557,43566,43507,43655,43865,44167,44382,44612,44839,45058,45274,45483,45657,45840,46065,46280,46519,46711,46952,47151,47374,47569,47805,48024,48306,48602,48802,49002,49199,49516,49765,49999,50185,50402,50577,50793,51017,51238,51503,51740,51975,52139,52309,52494,52703,52904,53144,53383,53600,53767,53920,54030,54141,54254,54447,54673,54889,55067,55181,55268,55366,55529,55724,55953,56176,56385,56549,56692,56832,56997,57198,57442,57703,57968,58186,58393,58563,58778,58988,59162,59322,59453,59636,59797,59999,60157,60379,60606,60893,61112,61369,61688,62085,62514,62862,63166,63362,63556,63706,63861,64011,64189,64348,64514,64661,64823,64966,65117,65290,65462,65616,65737,65880,66053,66237,66314,66342,66331,66382,66433,66512,66589,66687,66811,66849,66797,66682,66626,66594,66561,66521,66503,66462,66418,66354,66233,66109,65996,65925,65856,65790,65758,65713,65668,65625,65586,65557,65558,65602,65707,65802,65877,65863,65778,65656,65494,65314,65129,64948,64814,64658,64478,64278,64083,63970,63902,63897,63916,63936,63965,63986,63942,63904,63899,63968,64075,64165,64295,64413,64562,64758,64963,65165,65393,65625,65772,65845,65907,66035,66153,66285,66411,66525,66617,66742,66865,67028,67260,67537,67785,67965,68114,68229,68358,68493,68654,68809,68998,69170,69337,69512,69734,69968,70208,70458,70702,70934,71173,71376,71563,71751,71965,72158,72356,72575,72823,73072,73289,73518,73739,74008,74333,74669,74995,75293,75556,75838,76094,76353,76601,76848,77135,77422,77618,77784,77970,78261,78589,78794,78986,79201,79491,79762,79962,80193,80473,80797,81083,81313,81525,81795,82048,82360,82609,82879,83014,83188,83335,83392,83453,83507,83744,83962,84260,84476,84737,85022,85472,85909,86397,86983,87624,88328,88947
34,30,Mississippi,MS,40819,40811,40844,40885,40972,41054,41164,41237,41285,41474,41701,41944,42003,42045,42098,42193,42298,42410,42456,42528,42625,42962,43246,43511,43656,43877,44048,44166,44218,44369,44558,44805,44994,44376,43718,43064,43160,43309,43465,43681,43716,43475,43244,43003,42997,43171,43482,43781,43844,43877,43918,43945,44127,44445,44742,44975,45079,45345,45598,45958,46215,46376,46538,46688,46862,46997,47109,47281,47443,47614,47737,47800,47877,47946,48017,48040,48111,48245,48446,48602,48766,48908,49063,49206,49317,49463,49608,49808,49941,50038,50081,50193,50305,50432,50549,50720,50939,51143,51314,51449,51644,51785,52032,52183,52426,52592,52804,53034,53245,53530,53791,54081,54370,54800,55174,55557,55851,56249,56610,56844,57071,57393,57879,58419,58756,59095,59334,59714,60037,60399,60710,61076,61414,61607,61677,61718,61958,62079,62227,62255,62358,62326,62265,62105,61998,61841,61688,61436,61107,60824,60542,60351,60132,59988,59870,59786,59619,59442,59288,59180,59070,58920,58813,58648,58501,58342,58190,58053,57933,57881,57809,57745,57658,57598,57450,57299,57118,56974,56828,56741,56689,56617,56543,56441,56389,56315,56334,56334,56360,56313,56290,56213,56140,56063,55980,55942,55910,55916,55918,55919,55885,55847,55833,55840,55848,55849,55889,55881,55863,55813,55757,55705,55696,55723,55728,55761,55792,55880,55969,56123,56286,56457,56640,56873,57120,57407,57709,58011,58302,58555,58767,58967,59158,59362,59551,59708,59843,59963,60065,60162,60260,60373,60527,60668,60815,60983,61169,61385,61586,61747,61892,62051,62258,62446,62627,62806,62999,63167,63321,63479,63656,63858,64073,64269,64468,64668,64868,65073,65297,65553,65808,66063,66335,66581,66817,67033,67243,67485,67757,68091,68389,68675,68901,69173,69393,69586,69738,69893,70121,70227,70366,70390,70593,70785,71094,71335,71634,71993,72417,72887,73337,73908,74485,75168,75780
6,31,Arkansas,AR,30353,30382,30433,30509,30591,30664,30755,30851,30943,31046,31139,31253,31349,31483,31590,31736,31850,31955,32023,32103,32214,32324,32476,32612,32825,32971,33130,33212,33353,33541,33751,33945,34113,34270,34383,34469,34480,34526,34575,34697,34812,34932,35072,35185,35272,35340,35415,35522,35616,35765,35907,36078,36188,36279,36346,36471,36637,36833,37074,37327,37624,37796,37951,38049,38211,38366,38526,38661,38769,38839,38892,38936,39003,39113,39236,39363,39490,39636,39794,39928,40066,40234,40405,40582,40693,40821,40939,41097,41277,41453,41640,41834,42055,42272,42479,42677,42881,43110,43362,43632,43867,44106,44334,44602,44859,45119,45360,45621,45972,46341,46721,47045,47371,47692,48017,48306,48601,48912,49275,49616,49889,50113,50328,50549,50792,51028,51255,51448,51636,51778,51903,52014,52118,52209,52268,52342,52365,52396,52406,52496,52549,52618,52599,52586,52555,52570,52585,52581,52524,52416,52328,52204,52128,52017,51939,51816,51667,51456,51228,51004,50852,50752,50662,50518,50354,50202,50142,50134,50170,50183,50193,50196,50207,50167,50058,49964,49825,49709,49520,49344,49153,49024,48909,48792,48628,48523,48496,48513,48555,48598,48644,48664,48684,48708,48785,48904,49077,49224,49326,49403,49507,49602,49723,49870,50039,50168,50222,50251,50276,50324,50402,50489,50558,50613,50638,50639,50649,50719,50846,50973,51080,51156,51205,51263,51345,51465,51592,51729,51860,51969,52062,52163,52260,52383,52527,52692,52852,52996,53154,53306,53457,53607,53757,53907,54074,54261,54420,54558,54701,54875,55058,55236,55415,55582,55778,55967,56186,56380,56631,56880,57107,57310,57514,57745,57982,58230,58467,58694,58901,59099,59308,59506,59717,59895,60114,60371,60651,60879,61066,61277,61509,61742,61922,62146,62376,62641,62724,62862,62993,63285,63530,63828,64046,64294,64531,64857,65207,65587,66133,66654,67217,67730,68358,68995,69755
23,32,Kansas,KS,38976,39055,39123,39278,39382,39490,39557,39646,39724,39834,39940,40051,40176,40316,40459,40524,40644,40763,40985,41186,41371,41480,41568,41675,41768,41820,41854,41960,42117,42266,42349,42414,42537,42722,42950,43136,43308,43489,43697,43945,44141,44342,44513,44685,44840,44968,45102,45240,45404,45528,45640,45698,45794,45913,46097,46308,46516,46726,46895,47090,47345,47665,48015,48339,48727,49063,49318,49510,49687,49906,50018,50149,50239,50390,50577,50832,50848,50795,50666,50667,50604,50548,50842,51150,51476,51565,51474,51195,51115,51281,51753,52107,52318,52445,52386,52489,52510,52671,52972,53483,53904,54274,54424,54653,55227,55918,56618,56861,57188,57464,57749,57920,58188,58257,58369,58422,58549,58533,58461,58604,58774,59031,59201,59406,59536,59759,60002,60265,60344,60468,60647,60899,61101,61231,61364,61518,61656,61777,61859,61950,62019,62100,62159,62170,62193,62190,62193,62098,62057,62020,61996,61973,61946,61923,61822,61730,61566,61498,61428,61475,61432,61415,61397,61422,61440,61430,61447,61440,61466,61398,61398,61365,61350,61290,61166,60980,60767,60609,60463,60315,60141,59998,59735,59432,59185,58964,58818,58650,58554,58409,58262,58126,58092,58117,58195,58264,58322,58428,58481,58545,58520,58534,58572,58622,58628,58588,58664,58747,58813,58767,58765,58781,58852,58921,58993,59083,59136,59196,59155,59183,59228,59334,59485,59659,59878,60059,60253,60429,60643,60827,61056,61266,61512,61767,61976,62147,62270,62440,62604,62751,62886,63072,63234,63387,63562,63780,64017,64255,64463,64661,64825,65048,65302,65595,65905,66221,66452,66627,66816,67052,67355,67648,67983,68301,68608,68872,69115,69361,69652,69956,70182,70380,70578,70799,71061,71300,71560,71790,72048,72314,72579,72870,73188,73486,73742,73913,73940,74013,74187,74464,74771,75123,75513,75859,76226,76697,77230,77864,78634,79435,80206,80986,81802,82656,83557
55,33,Utah,UT,106610,106759,107003,107437,107935,108373,108766,109097,109420,109754,110178,110596,110987,111302,111528,111777,112139,112594,113116,113604,114057,114503,114733,114977,115281,115818,116355,116799,116945,117053,117110,117221,117398,117528,117800,117994,118138,118212,118336,118515,118414,118315,118249,118595,118913,119276,119584,119991,120371,120744,121092,121520,122667,123694,124698,125002,125403,125808,126309,126807,127298,127661,127949,128175,128139,128169,128176,128484,128803,129151,129325,129379,129416,129445,129623,129724,129682,129539,129509,129531,129443,129195,129071,129011,128996,128977,128822,128772,128936,129250,129388,129405,129451,129632,129838,130092,130386,130715,131047,131307,131408,131453,131528,131627,131741,131882,132006,132140,132295,132648,133117,133685,134188,134597,134965,135487,136205,137099,138119,139225,140306,141436,142636,144074,145672,147582,149827,152130,154341,156335,158229,160009,162000,163983,166160,168122,170161,172235,174141,175961,177288,178439,179408,180381,181096,181251,180818,179883,178825,177501,176125,174604,173446,172303,171071,169615,167897,166438,164938,163798,162452,161299,160280,159407,158450,157582,157046,156663,156296,155843,155396,155033,154614,153969,152877,151426,150230,149092,147863,146323,145085,143904,143073,141975,141046,140072,139537,139415,139002,138552,138086,138235,138380,138716,138877,139281,139934,140696,141416,142126,143263,144613,146084,147559,148938,150352,151812,153630,155272,157146,158962,160599,162018,163111,164099,164652,165284,165855,166518,166683,166827,166892,166879,167026,167061,167608,168295,169115,169943,170752,171765,172983,174133,175192,176417,177925,179544,180867,181922,183049,184321,185637,186724,187748,189145,190684,192293,193482,194979,196479,198341,200122,201786,203353,205123,207060,208964,210888,212695,214697,216330,218029,219663,221624,223451,225608,227651,230024,232184,234205,236237,238053,240009,242064,244220,246092,248130,249874,251644,252729,253590,254674,255784,257120,258288,259140,260180,261073,263164,264971,267379,269274,271142,272818,274818,277785,281264,285396,289871,295149,300003,305871,311985,319671,328526
42,34,Nevada,NV,99982,99956,100053,100140,100317,100407,100570,100876,101233,101560,101735,102003,102271,102645,102854,103221,103497,103789,103961,103974,104066,104185,104499,104771,105190,105587,106016,106218,106356,106679,106939,107208,107263,107469,107705,107843,107734,107613,107633,107800,108094,108455,109172,109793,110396,110761,111213,111665,112202,112651,113140,113682,114211,114669,114926,115268,115743,116290,116878,117428,118056,118793,119468,120081,120672,121336,122042,122789,123534,124272,124858,125531,126143,126752,127325,128016,128661,129232,129624,130133,130487,131226,132059,133174,134263,135329,136191,137011,137932,138956,139868,141058,142371,144291,146567,149229,152229,154921,158480,161561,165936,170624,177051,182434,188818,193550,198355,201860,205196,209921,213765,218976,221888,224939,226464,229223,231035,233180,234894,236656,238559,239356,241031,242176,243749,244396,244677,244313,243732,242928,242495,242449,242448,242292,241351,239237,236904,234721,232492,229930,226911,223747,219590,214861,209165,202605,196149,190824,186715,182099,177353,171960,166319,160404,154101,148733,143332,139263,135046,130902,125904,121019,116459,113131,110678,109098,107953,106686,106150,105513,105015,104213,103421,103277,102932,102532,101540,100512,99797,99000,97679,96197,94841,93754,92995,91691,90804,89473,88899,88318,87836,87475,87413,87371,87309,87537,87991,88983,89865,91390,92794,94261,95830,97688,99918,102379,105333,108047,110971,113976,117260,120188,122982,125431,127696,129174,130505,131718,132776,133610,133949,134177,134715,135153,135251,135982,136845,138613,139688,140840,141657,142652,144006,144977,145410,146144,147314,148387,149001,149983,151362,152701,153410,154494,155427,156615,157596,158560,159479,159831,160621,160341,160932,161544,163893,165702,167623,169536,172063,174283,176947,180139,183625,187042,189523,192218,194002,196168,198361,201480,204360,207262,209029,210288,210838,212184,213490,214831,215253,215935,216531,217061,216648,215803,214861,214996,215915,216859,218136,219342,221435,223301,223430,222785,222636,224493,227102,229322,231564,233841,236483,239567,243053,247071,253165
41,35,New Mexico,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,73294,73197,73172,73047,73004,72984,73038,73091,73108,73127,73139,73140,73140,73181,73180,73238,73329,73440,73544,73594,73725,73805,73893,73997,74152,74358,74563,74814,74859,74916,74873,74998,75148,75416,75759,76083,76408,76678,77113,77483,77898,78170,78439,78659,78815,79021,79170,79473,79663,79901,79891,79993,80139,80434,80709,80949,81153,81386,81617,81833,82041,82264,82526,82775,83084,83376,83741,84154,84678,85095,85586,85906,86311,86734,87356,87962,88417,88723,89069,89440,89881,90411,90932,91649,92310,93012,93610,94408,95341,96526,97662,98877,100072,101290,102487,103686,104964,106208,107374,108388,109451,110537,111611,112500,113123,113655,114200,114748,115407,116009,116753,117336,117824,117968,118089,118150,118336,118309,118261,118201,117946,117607,116783,116184,115469,115116,114490,114134,113815,113423,112777,111728,111186,110746,111140,111136,111179,110791,110970,110898,110728,110356,110202,110299,110140,110009,109424,108865,108266,107785,106947,106118,105434,105642,105876,106157,105770,105123,104405,104023,103832,103711,103653,103619,103627,103275,102939,102444,102340,102436,102634,102805,102741,102939,102994,103204,102934,102781,102651,102981,103309,103760,104283,104684,105356,105540,105984,106098,106853,107419,107911,107931,107911,107816,107593,107444,107137,107253,107352,107857,108067,108128,108095,108150,108472,108717,109042,109345,109808,110085,110104,109821,109698,109993,110469,111103,111460,111882,112262,112710,112934,113209,113789,114558,115283,115572,115783,115769,116003,116305,116764,117261,117793,118261,118421,118634,118778,119138,119661,120496,121299,121920,122340,122557,122958,123452,124391,125167,126002,126766,127411,127884,128372,129032,129935,130811,131591,132220,132605,132910,133364,133953,134641,135499,136518,137517,138306,139220,140388,141753,143264,145045,146842,148694,150673,152727,154841,157141
